#,Player Name,Pos.,GP,G,A,Pts,PIM,"""+/-""",GP,G,A,Pts,PIM,Birthplace,Age
1154,Aaron Murphy,D,30,0,2,2,12,-10,--,--,--,--,--,NB: Saint-John,17
1155,Thierry Demers,C,4,1,0,1,0,-3,--,--,--,--,--,ONT: Kanata,18
1156,Evan Bellamy,D,5,1,0,1,8,-4,--,--,--,--,--,NB: Hampton,20
1157,Samuel Boisvert,L,3,0,1,1,0,-2,--,--,--,--,--,PQ: Mirabel,19
1158,Sam Caulfield,G,14,0,1,1,11,0,--,--,--,--,--,MA: Needham,19
1159,Maxime Lapointe,D,21,0,1,1,15,-5,--,--,--,--,--,ONT: Ajax,19
1160,Mathias Hernandez 10,G,21,0,1,1,0,0,--,--,--,--,--,PQ: Lavaltrie,18
1161,Joseph Poupart,G,1,0,0,0,0,0,--,--,--,--,--,PQ: Longueuil,16
1162,Alexis Cloutier,G,1,0,0,0,2,0,--,--,--,--,--,PQ: Laval,17
1163,Leo Gauthier,R,2,0,0,0,2,0,--,--,--,--,--,PQ: Montreal,17
1164,Simon Cormier,G,2,0,0,0,0,0,--,--,--,--,--,NB: Dieppe,18
1165,Brody Molloy,C,2,0,0,0,2,-1,--,--,--,--,--,PEI: Stratford,17
1166,Jacob Labranche,D,3,0,0,0,7,-5,--,--,--,--,--,PQ: Quebec,16
1167,Leo-Gabriel Gosselin 10,C,6,0,0,0,0,-2,--,--,--,--,--,PQ: Quebec,16
1168,Justin Giguere,G,7,0,0,0,0,0,--,--,--,--,--,PQ: Chicoutimi,18
1169,Juraj Durco 1,L,10,0,0,0,9,-8,--,--,--,--,--,Slovakia: Trencin,17
1170,Zack Miller,L,12,0,0,0,6,-4,--,--,--,--,--,PQ: Laval,17
1171,Lucas Beckman 11,G,23,0,0,0,2,0,--,--,--,--,--,PQ: Montreal,18
1172,Matias Vanhanen,L,62,21,66,87,6,58,18,12,12,24,6,Finland: Nokia,17
1173,Carter Bear,L,53,36,41,77,56,45,18,7,15,22,24,MAN: West St. Paul,18
1174,Julius Miettinen,C,52,35,41,76,29,60,18,14,13,27,25,Finland: Helsinki,19
1175,Landon DuPont,D,63,18,55,73,52,59,18,5,18,23,24,ALTA: Calgary,16
1176,Tarin Smith,D,65,16,55,71,98,65,4,0,2,2,4,SASK: Porcupine Plain,19
1177,Zackary Shantz,C,66,27,38,65,24,35,18,4,10,14,12,ALTA: Sucker Creek,19
1178,Jesse Heslop,R,62,15,41,56,18,34,18,4,6,10,6,BC: Nanaimo,19
1179,Rylan Gould,L,53,21,29,50,31,11,18,6,4,10,6,MAN: Headingly,20
1180,Jaxsin Vaughan,R,68,21,17,38,75,13,16,4,1,5,16,BC: Merritt,19
1181,Nolan Chastko,C,68,10,25,35,16,22,18,2,7,9,4,MAN: Brandon,20
1182,Brek Liske,D,52,7,17,24,20,36,18,4,13,17,13,MAN: Beausejour,17
1183,Lukas Kaplan,C,60,10,13,23,30,17,17,3,3,6,0,ALTA: Spruce Grove,18
1184,Rhys Jamieson,L,52,12,9,21,10,5,18,2,4,6,0,ALTA: Calgary,17
1185,Shea Busch,L,12,13,5,18,10,13,16,7,6,13,12,BC: North Vancouver,18
1186,Clarke Schaefer,R,34,10,8,18,85,10,--,--,--,--,--,ALTA: Spruce Grove,18
1187,Mirco Dufour,C,52,3,14,17,16,-3,9,1,0,1,2,ALTA: Chestermere,16
1188,Hunter Rudolph,L,42,6,7,13,26,3,14,2,2,4,0,ND: West Fargo,17
1189,Kayd Ruedig 1,D,29,6,6,12,24,15,17,2,4,6,9,SASK: Humboldt,18
1190,Cole Temple 2,C,34,1,8,9,23,-2,--,--,--,--,--,MAN: Brandon,18
1191,Jakub Seidl 3,D,32,1,7,8,22,11,--,--,--,--,--,Czech Rep.: Prostejov,17
1192,Rylan Pearce 4,D,15,4,3,7,6,6,--,--,--,--,--,SASK: Martensville,19
1193,Mattias Uyeda,D,31,1,5,6,12,3,18,2,3,5,15,BC: Vancouver,19
1194,Henri Ament,L,45,4,1,5,34,-2,--,--,--,--,--,MN: Orono,18
1195,Luke Vlooswyk 5,D,31,1,4,5,22,16,18,1,7,8,22,ALTA: Calgary,18
1196,Jaxon Pisani,D,48,0,5,5,20,1,15,0,2,2,8,ALTA: Sturgeon County,16
1197,Cameron Dillard 2,D,17,2,1,3,4,-2,--,--,--,--,--,TX: Arlington,17
1198,Nolan Caffey 6,R,14,1,1,2,7,4,--,--,--,--,--,CA: Belmont,18
1199,Reid Nicol,C,6,0,2,2,0,1,--,--,--,--,--,MAN: Brandon,15
1200,Kaeson Fisher 7,D,1,0,1,1,0,1,--,--,--,--,--,MAN: Brandon,18
1201,Anders Miller 8,G,33,0,1,1,4,0,18,0,1,1,0,AK: Anchorage,18
1202,Raiden Legall,G,37,0,1,1,2,0,--,--,--,--,--,MAN: Morden,18
1203,Finn Werner,G,1,0,0,0,0,0,--,--,--,--,--,ALTA: St. Albert,17
1204,Elias Papadatos,D,1,0,0,0,2,-1,--,--,--,--,--,BC: Langley,14
1205,Logan Lepinski,D,4,0,0,0,0,-4,--,--,--,--,--,BC: Coquitlam,16
1206,Daxon Rudolph,D,68,28,50,78,75,32,19,9,18,27,25,ALTA: Lacombe,17
1207,Aiden Oiring,C,68,28,41,69,58,26,20,8,12,20,8,ALTA: Calgary,20
1208,Max Heise,C,63,29,34,63,31,28,16,4,2,6,8,ALTA: Calgary,19
1209,Riley Boychuk,C,68,15,44,59,36,22,20,3,4,7,16,ALTA: Cochrane,17
1210,Jonah Sivertson,R,66,24,29,53,41,46,20,3,7,10,2,SASK: Regina,17
1211,Brayden Dube,R,55,24,27,51,30,20,20,7,12,19,26,MAN: Roblin,19
1212,Justice Christensen,D,63,18,30,48,84,36,20,5,9,14,22,ALTA: Red Deer,20
1213,Maddix McCagherty 1,L,44,14,28,42,6,37,20,2,6,8,14,BC: Kelowna,19
1214,Alisher Sarkenov,R,47,21,20,41,12,35,20,5,5,10,6,Kazakhstan: Astana,17
1215,Braeden Cootes 2,C,28,14,26,40,6,24,20,7,16,23,2,ALTA: Sherwood Park,18
1216,Brandon Gorzynski 3,C,38,14,26,40,33,11,12,5,4,9,4,AZ: Scottsdale,18
1217,Brock Cripps,D,62,6,31,37,18,33,20,4,17,21,9,BC: Victoria,16
1218,Evan Smith,C,68,11,24,35,39,36,19,3,6,9,18,BC: Kamloops,19
1219,Linden Burrett,D,64,8,27,35,70,57,20,1,6,7,22,BC: Surrey,19
1220,Owen Corkish,L,68,12,20,32,14,23,20,6,1,7,4,MN: Cottage Grove,18
1221,Ben Harvey,R,45,14,13,27,12,21,19,4,2,6,2,ALTA: Edmonton,16
1222,Benett Kelly,D,66,5,19,24,44,49,20,0,2,2,14,ALTA: Cochrane,17
1223,Connor Howe,C,53,5,12,17,13,11,14,1,2,3,5,SASK: Prince Albert,16
1224,Ty Meunier 4,L,29,6,9,15,8,9,--,--,--,--,--,ALTA: St. Albert,17
1225,Oli Chenier 5,L,30,3,10,13,28,7,--,--,--,--,--,MAN: Winnipeg,18
1226,Matyas Man,D,53,2,11,13,53,27,20,2,2,4,10,Czech Rep.: Ostrava,19
1227,Ethan Bibeau 6,C,15,1,4,5,17,-2,--,--,--,--,--,MAN: Winnipeg,18
1228,Hubert Clarke,D,32,1,4,5,38,9,1,0,0,0,0,MAN: Norway House,17
1229,Jackson Kostiuk,C,14,3,1,4,0,3,--,--,--,--,--,MAN: St. Paul,18
1230,Harrison Lodewyk 4,C,4,1,3,4,6,5,--,--,--,--,--,ALTA: Red Deer,20
1231,Malaki Martin,L,2,0,1,1,0,1,--,--,--,--,--,SASK: Regina,16
1232,Tyrone Sobry 7,D,4,0,1,1,2,4,--,--,--,--,--,SASK: Saskatoon,19
1233,Kyle Obobaifo,L,5,0,1,1,2,1,--,--,--,--,--,ALTA: Calgary,15
1234,Steele Bass,G,16,0,1,1,0,0,--,--,--,--,--,ALTA: High River,17
1235,Michal Orsulak,G,36,0,1,1,0,0,20,0,1,1,0,Czech Rep.: Tremosna,18
1236,Liam Myhre,D,1,0,0,0,0,0,--,--,--,--,--,SASK: Nipawin,16
1237,Dimitri Fortin,G,17,0,0,0,4,0,--,--,--,--,--,MAN: Winnipeg,19
1238,Markus Ruck,C,68,21,87,108,28,45,15,4,9,13,2,BC: Osoyoos,17
1239,Liam Ruck,R,68,45,59,104,36,47,14,8,4,12,6,BC: Osoyoos,17
1240,Jonas Woo,D,56,29,57,86,50,63,13,8,9,17,8,MAN: Winnipeg,18
1241,Bryce Pickford,D,55,45,38,83,56,55,15,6,6,12,8,ALTA: Chauvin,19
1242,Yaroslav Bryzgalov,L,64,13,42,55,59,37,15,2,12,14,12,Belarus: Minsk,18
1243,Noah Davidson,L,67,30,22,52,38,46,15,6,6,12,2,CA: Irvine,16
1244,Andrew Basha,L,32,18,32,50,28,24,15,3,18,21,8,ALTA: Calgary,19
1245,Kade Stengrim,L,66,25,19,44,37,22,15,7,4,11,6,MN: Brainerd,18
1246,Kadon McCann,C,68,21,22,43,88,21,15,1,3,4,23,ALTA: Cochrane,18
1247,Shaeffer Gordon-Carroll,C,41,12,25,37,17,26,15,5,7,12,14,UT: Salt Lake City,16
1248,Carter Cunningham,R,62,9,21,30,55,28,15,1,4,5,8,ALTA: Lethbridge,19
1249,Tyson Moss,D,55,8,21,29,22,27,--,--,--,--,--,BC: Port Moody,18
1250,Dayton Reschny,L,54,11,16,27,26,24,10,0,5,5,0,SASK: Macklin,19
1251,Misha Volotovskii 1,C,36,11,14,25,14,15,--,--,--,--,--,ALTA: Calgary,20
1252,Josh Van Mulligen,D,51,6,19,25,25,36,15,3,4,7,6,ALTA: Calgary,20
1253,Ethan Neutens,R,53,12,12,24,52,13,13,5,2,7,6,ALTA: Cochrane,20
1254,Veeti Vaisanen,D,47,6,17,23,36,10,15,1,4,5,10,Finland: Hamina,19
1255,Cameron Parr,L,64,6,12,18,102,7,13,1,4,5,18,MAN: La Salle,18
1256,Luke Cozens 2,R,30,8,9,17,6,22,10,1,2,3,0,YT: Whitehorse,19
1257,Gavin Kor,F,38,3,13,16,6,6,9,1,3,4,0,MN: Rochester,18
1258,Kyle Heger 3,D,35,5,10,15,25,8,--,--,--,--,--,MN: Eagan,17
1259,Riley Steen,D,57,2,10,12,49,22,10,0,1,1,2,BC: Ladysmith,16
1260,Niilopekka Muhonen,D,39,0,12,12,31,27,14,1,1,2,8,Finland: Kuopio,19
1261,Carter Casey,G,28,0,3,3,0,0,7,0,1,1,0,MN: Grand Rapids,17
1262,Luke Warrener,D,3,0,1,1,2,0,--,--,--,--,--,NY: Buffalo,16
1263,Jordan Switzer,G,44,0,1,1,0,0,10,0,1,1,0,ALTA: Edmonton,18
1264,Cash Christie,G,1,0,0,0,0,0,--,--,--,--,--,BC: North Vancouver,16
1265,Max Sullivan,L,2,0,0,0,2,-2,--,--,--,--,--,ALTA: Calgary,19
1266,Brayden Ryan-MacKay,L,5,0,0,0,2,0,--,--,--,--,--,ALTA: Calgary,17
1267,Luke Ruptash,R,8,0,0,0,4,-2,--,--,--,--,--,ALTA: St. Albert,16
1268,Jacob Kvasnicka,R,65,35,50,85,21,32,15,8,7,15,0,MN: Burnsville,18
1269,Ryden Evers,C,67,35,39,74,12,29,15,7,6,13,2,BC: Burnaby,20
1270,Brady Birnie,L,67,22,48,70,30,2,15,9,2,11,2,SASK: Regina,19
1271,Matteo Danis,C,65,30,29,59,34,14,15,1,9,10,10,ALTA: Calgary,20
1272,Brittan Alstead,L,67,22,36,58,33,21,15,2,2,4,6,MN: Plymouth,19
1273,Ethan Weber,D,68,14,37,51,38,27,15,4,5,9,8,CA: Manhattan Beach,18
1274,Diego Johnson,R,68,25,21,46,47,25,12,2,1,3,10,BC: Fort St. James,18
1275,Nolan Stevenson,D,67,11,35,46,18,2,15,4,5,9,0,SASK: Shaunavon,20
1276,Tristan Petersen,L,63,18,19,37,32,19,15,1,5,6,2,Denmark: Hvidovre,19
1277,Louis Wehmann,L,68,18,19,37,62,10,15,5,8,13,10,MN: Wayzata,19
1278,Callum Stone,D,67,2,25,27,46,26,12,0,4,4,8,BC: Kelowna,18
1279,Doogan Pederson,D,65,5,19,24,35,32,15,1,3,4,2,BC: Langley,19
1280,Charlie Michaud,D,35,0,16,16,12,14,15,1,4,5,2,CO: Denver,19
1281,Samuel Drancak 1,C,30,2,13,15,6,14,15,1,7,8,0,Czechia: Strakonice,19
1282,Chase Valliant,C,67,6,8,14,14,-2,15,0,5,5,0,BC: Surrey,19
1283,Brooks DeMars,C,50,6,7,13,53,5,5,0,0,0,0,MN: Hugo,16
1284,Cameron Norrie,L,60,3,9,12,53,1,15,0,1,1,2,BC: Kelowna,18
1285,Jiri Kamas 2,D,22,2,7,9,10,3,--,--,--,--,--,Czech Rep.: Plzen,17
1286,Noah Milford 1,C,18,3,4,7,9,2,10,1,1,2,4,ALTA: Okotoks,17
1287,Morgan Tastad,D,37,1,5,6,30,1,9,0,2,2,0,SASK: Loreburn,19
1288,William James,R,13,1,3,4,2,0,--,--,--,--,--,ALTA: Calgary,18
1289,Sean Burick,D,50,0,4,4,56,25,12,0,2,2,7,CA: San Clemente,17
1290,Booker Toninato,R,19,2,1,3,8,-4,--,--,--,--,--,TX: Allen,17
1291,Kash Alger-East,L,19,1,2,3,6,-2,--,--,--,--,--,SASK: Meadow Lake,17
1292,Andrew Reyelts,G,43,0,3,3,2,0,14,0,0,0,2,MN: Proctor,19
1293,Easton LaPlante 3,D,3,1,0,1,2,2,--,--,--,--,--,ALTA: Calgary,17
1294,Corban Almen,R,4,0,0,0,2,-2,--,--,--,--,--,SASK: Saskatoon,18
1295,Jesse Sanche,G,7,0,0,0,0,0,--,--,--,--,--,BC: Kelowna,19
1296,Ethan McCallum 4,G,21,0,0,0,5,0,2,0,0,0,0,MAN: Brandon,19
1297,Lukas Sawchyn,C,68,27,61,88,42,34,7,1,6,7,4,ALTA: Grande Prairie,18
1298,Miroslav Holinka,C,59,37,43,80,24,28,7,7,4,11,2,Czech Rep.: Kromeriz,19
1299,Ethan MacKenzie,D,59,22,36,58,42,29,7,1,2,3,0,BC: Peachland,18
1300,Landon Hanson,C,68,24,31,55,49,32,7,1,0,1,4,ALTA: Grande Prairie,19
1301,Gavin Hodnett,L,41,12,38,50,12,6,4,1,2,3,0,MAN: Winnipeg,19
1302,Andrew O'Neill,C,65,20,23,43,38,25,6,0,0,0,10,ND: Fargo,18
1303,Max Curran,C,31,14,27,41,23,11,--,--,--,--,--,Czechia: Prague,19
1304,Blake Fiddler,D,63,11,25,36,38,23,2,0,1,1,4,TX: Frisco,18
1305,Adam Jecho,C,47,10,26,36,20,8,7,1,3,4,6,Czech Rep.: Zlin,19
1306,Carter Sotheran 1,D,30,13,22,35,30,11,7,0,6,6,0,MAN: Winnipeg,20
1307,Kayden Stroeder,C,55,13,19,32,22,16,6,2,3,5,2,SASK: Lanigan,16
1308,Dylan Dean,C,52,15,14,29,57,21,7,2,1,3,2,MN: Maple Grove,17
1309,Joe Iginla 2,R,37,11,10,21,20,3,--,--,--,--,--,BC: Lake Country,17
1310,Poul Andersen 3,R,28,11,5,16,4,-1,--,--,--,--,--,MN: St. Louis Park,18
1311,Josh Lee,D,66,8,8,16,26,28,7,0,2,2,2,BC: North Vancouver,17
1312,Kanjyu Gojsic 4,R,46,7,9,16,53,19,7,0,0,0,6,BC: Langley,17
1313,Aaron Obobaifo 5,L,22,9,5,14,12,6,4,3,1,4,4,ALTA: Calgary,18
1314,Parker Alcos 6,D,31,2,12,14,30,29,--,--,--,--,--,BC: Port Moody,19
1315,Jaxon Fuder 7,C,24,1,12,13,59,3,6,0,0,0,15,ALTA: Cold Lake,19
1316,Noa Ta'Amu,D,62,3,9,12,81,29,7,1,0,1,10,CA: San Diego,17
1317,Austin Zemlak,D,31,2,7,9,14,10,7,0,1,1,2,ALTA: Fort McMurray,20
1318,Matthew Williams,C,38,3,5,8,14,9,4,0,0,0,5,ALTA: Leduc,17
1319,Cage Smith,C,34,2,6,8,18,0,3,0,0,0,0,ALTA: Brooks,16
1320,Niko Tsakumis 8,D,23,0,6,6,14,13,--,--,--,--,--,BC: Richmond,20
1321,Luke Powell,L,13,4,1,5,14,3,2,0,0,0,0,ALTA: Edmonton,18
1322,Jensen Marsh,R,14,1,4,5,4,4,--,--,--,--,--,ALTA: Cochrane,16
1323,Rhys Pederson,D,39,0,4,4,39,1,5,0,1,1,0,ALTA: Stettler,18
1324,Jack Toogood 9,R,5,2,0,2,2,3,--,--,--,--,--,ALTA: Devon,18
1325,Ryan Gower,D,32,0,2,2,29,1,6,1,0,1,0,MAN: McCreary,18
1326,Ethan Simcoe,G,38,0,2,2,2,0,3,0,0,0,0,MAN: Lac du Bonnet,19
1327,Cole Landreville,L,3,1,0,1,4,-1,1,0,0,0,0,MAN: St. Claude,15
1328,Presley Kerner,C,5,1,0,1,0,2,--,--,--,--,--,BC: Kelowna,17
1329,Parker Snell,G,33,0,1,1,4,0,4,0,0,0,0,ALTA: St. Albert,17
1330,Tucker Tullikopf,F,1,0,0,0,0,0,--,--,--,--,--,ALTA: Olds,17
1331,Easton Doran,F,1,0,0,0,0,0,--,--,--,--,--,ALTA: Falher,16
1332,Kayson Anderson,D,1,0,0,0,0,1,--,--,--,--,--,SASK: Lumsden,16
1333,Holden Wouters,D,2,0,0,0,0,-2,--,--,--,--,--,BC: Vancouver,14
1334,Chris Kokkoris,D,2,0,0,0,0,1,--,--,--,--,--,BC: Langley,15
1335,Matheas Hejda,D,3,0,0,0,0,0,--,--,--,--,--,MN: Maple Grove,16
1336,Brady Craik,C,21,0,0,0,32,3,--,--,--,--,--,CA: Yorba Linda,20
1337,Terik Parascak,R,61,33,46,79,53,14,12,7,10,17,4,ALTA: Lethbridge,19
1338,Brock Souch,L,67,28,45,73,46,20,12,6,12,18,8,ALTA: Edmonton,18
1339,Carson Carels,D,58,20,53,73,66,23,10,1,9,10,4,MAN: Brandon,17
1340,Kooper Gizowski,L,67,32,40,72,32,4,12,4,9,13,2,ALTA: Edmonton,20
1341,Dmitry Yakutsenak,C,65,25,25,50,19,5,9,3,3,6,2,Russia: Yaroslavl,18
1342,Arseni Anisimov,D,68,7,34,41,44,13,12,2,4,6,6,Russia: Kazan,17
1343,Bauer Dumanski,D,60,9,30,39,32,12,12,1,4,5,4,SASK: Lockwood,20
1344,Lee Shurgot,C,68,8,29,37,6,10,12,5,5,10,2,SASK: Saskatoon,18
1345,Aiden Foster,C,65,14,21,35,113,-11,10,2,4,6,24,ALTA: Lloydminster,18
1346,Jett Lajoie,L,62,21,11,32,52,2,12,3,3,6,4,MAN: Winnipeg,18
1347,Kayden Lemire,R,68,9,20,29,62,8,12,1,3,4,6,ALTA: Edmonton,17
1348,Corbin Vaughan,D,61,7,12,19,51,-3,12,0,0,0,20,BC: Merritt,19
1349,Townes Kozicky,C,58,3,12,15,10,4,5,1,0,1,4,ALTA: Calgary,17
1350,Riley Ashe,C,59,7,5,12,44,-9,12,1,2,3,8,SASK: Warman,19
1351,Dawson Seitz 1,R,26,5,3,8,36,5,12,1,1,2,2,ALTA: Medicine Hat,20
1352,Koy Funk 2,C,28,4,4,8,6,4,12,0,0,0,2,MAN: Portage la Prarie,17
1353,Kaeson Fisher 3,D,18,0,6,6,2,5,9,0,0,0,0,MAN: Brandon,18
1354,Eli Johnson,D,24,0,6,6,2,-1,--,--,--,--,--,SASK: Regina,17
1355,Cole Hajt,C,40,3,2,5,22,-2,3,0,0,0,0,CA: El Segundo,16
1356,Shaun Rios 1,L,13,2,2,4,0,-2,--,--,--,--,--,CA: San Jose,19
1357,Tyrone Sobry 4,D,28,1,3,4,21,7,12,1,1,2,18,SASK: Saskatoon,19
1358,Jack Finnegan,L,28,0,4,4,50,1,2,0,0,0,0,MN: Wayzata,17
1359,Patrick Sopiarz 5,R,29,2,1,3,40,-3,--,--,--,--,--,ALTA: Edmonton,17
1360,Phoenix Cahill,D,45,0,3,3,18,-9,11,0,0,0,2,MN: Cottage Grove,17
1361,Aleksey Chichkin 5,D,9,0,1,1,0,6,--,--,--,--,--,BC: Burnaby,20
1362,Ethan Hamilton,L,11,0,1,1,4,-4,--,--,--,--,--,SASK: Lanigan,17
1363,Joshua Ravensbergen,G,46,0,1,1,5,0,12,0,0,0,0,BC: North Vancouver,18
1364,Leith Hunter,D,1,0,0,0,0,0,--,--,--,--,--,BC: North Vancouver,18
1365,Brady Holtvogt,G,1,0,0,0,0,0,--,--,--,--,--,SASK: Humboldt,18
1366,Preston Lewis,G,2,0,0,0,2,0,--,--,--,--,--,BC: Salmon Arm,19
1367,Cooper Bratton,D,3,0,0,0,4,-1,--,--,--,--,--,SASK: Moosomin,16
1368,Alexander Levshyn,G,24,0,0,0,0,0,--,--,--,--,--,Ukraine: Kharkiv,19
1369,Dermot Johnston,D,36,0,0,0,13,-11,1,0,0,0,0,ALTA: Olds,17
1370,Tij Iginla,C,48,41,49,90,29,47,9,7,5,12,4,BC: Kelowna,19
1371,Carson Wetsch,R,65,22,50,72,80,14,8,2,2,4,6,BC: North Vancouver,19
1372,Mazden Leslie,D,67,18,50,68,67,24,9,0,3,3,6,ALTA: Lloydminster,20
1373,Shane Smith 1,C,41,21,24,45,44,7,9,2,2,4,4,BC: Chiliwack,20
1374,Hiroki Gojsic,R,55,19,22,41,26,9,9,1,2,3,4,BC: Langley,19
1375,Hayden Paupanekis,C,57,15,22,37,52,-2,9,2,3,5,4,MAN: Winnipeg,18
1376,Tomas Poletin,L,43,20,15,35,38,14,9,2,3,5,6,Czech Rep.: Praha,18
1377,Vojtech Cihar,L,31,12,19,31,14,18,9,6,7,13,6,Czech Rep.: Chomutov,18
1378,Ty Halaburda 2,R,32,9,16,25,6,17,6,1,4,5,0,BC: Victoria,20
1379,Rowan Guest,D,64,1,24,25,99,25,9,1,3,4,8,SASK: Saskatoon,19
1380,Dawson Gerwing,L,63,11,13,24,127,-5,9,2,0,2,10,SASK: Meadow Lake,19
1381,Owen Folstrom,C,65,14,5,19,27,-10,9,1,0,1,4,ALTA: Calgary,17
1382,Levi Benson 3,L,30,5,11,16,13,-2,--,--,--,--,--,BC: Chilliwack,17
1383,Will Sharpe 4,D,31,3,13,16,14,1,--,--,--,--,--,BC: Ladner,18
1384,Parker Alcos 5,D,32,3,13,16,18,14,9,0,4,4,6,BC: Port Moody,19
1385,Nate Corbet,D,49,3,11,14,118,15,9,1,3,4,17,ALTA: Calgary,19
1386,Connor Pankratz,R,66,7,6,13,28,0,9,0,1,1,0,BC: West Vancouver,19
1387,Kayden Longley 6,C,15,5,7,12,4,4,--,--,--,--,--,ALTA: Wainwright,19
1388,Keith McInnis 7,D,31,4,8,12,17,14,9,0,2,2,2,ALTA: Red Deer,19
1389,Kalder Varga 8,R,34,8,3,11,23,-11,--,--,--,--,--,IL: Geneva,17
1390,Jacob Henderson,D,65,2,9,11,19,-8,9,1,2,3,0,BC: Burnaby,17
1391,Jaxon Kehrig,C,50,2,7,9,17,-7,--,--,--,--,--,SASK: Tisdale,18
1392,Daniel Pekar,L,32,4,4,8,11,-2,--,--,--,--,--,Czech Rep.: Trebon,19
1393,Ryan Oothoudt,F,20,5,2,7,6,4,9,1,1,2,2,MN: Little Falls,18
1394,Eli Barrett,R,44,1,5,6,10,0,3,0,0,0,0,BC: Surrey,17
1395,Gabriel Guilbault 3,D,12,1,2,3,0,0,--,--,--,--,--,BC: Burnaby,19
1396,Kanjyu Gojsic 9,R,10,0,2,2,4,-2,--,--,--,--,--,BC: Langley,17
1397,Harrison Boettiger,G,41,0,2,2,0,0,8,0,0,0,0,CO: Wheat Ridge,17
1398,Peyton Kettles 10,D,3,0,1,1,8,2,--,--,--,--,--,MAN: Winnipeg,18
1399,Jackson Gillespie 11,D,6,0,1,1,0,-4,--,--,--,--,--,TX: Keller,18
1400,Josh Banini,G,29,0,1,1,4,0,2,0,0,0,0,ALTA: Edmonton,19
1401,Owen Hayden,D,44,0,1,1,56,-4,1,0,0,0,0,ALTA: Calgary,16
1402,Nathan Kam,G,1,0,0,0,0,0,--,--,--,--,--,BC: Burnaby,18
1403,Jake Pilon 12,G,1,0,0,0,0,0,--,--,--,--,--,ALTA: Calgary,18
1404,Gabriel O'Brien,L,1,0,0,0,2,-2,--,--,--,--,--,ALTA: Edmonton,17
1405,Riley Pederson,C,1,0,0,0,0,-1,--,--,--,--,--,BC: Smithers,17
1406,Linden Sobocan,G,1,0,0,0,0,0,--,--,--,--,--,ALTA: Cochrane,16
1407,Von Lakovic,R,1,0,0,0,0,0,--,--,--,--,--,BC: West Kelowna,15
1408,Drew Larioza,R,2,0,0,0,0,0,--,--,--,--,--,CA: San Jose,16
1409,Carter Kowalyk 13,D,3,0,0,0,0,1,--,--,--,--,--,ALTA: St. Albert,20
1410,William Matte,C,3,0,0,0,2,-2,1,0,0,0,0,ALTA: Calgary,16
1411,Dallin Antos,D,7,0,0,0,2,-3,--,--,--,--,--,ALTA: Red Deer,17
1412,Kale Dach,C,63,34,41,75,24,8,7,3,4,7,2,ALTA: Fort Saskatchewan,18
1413,Andrei Molgachev,C,61,29,30,59,17,-7,8,2,2,4,0,Russia: Magnitogorsk,17
1414,Ethan Moore,R,66,25,29,54,57,6,8,9,2,11,0,ALTA: Okotoks,20
1415,Ben Macbeath,D,67,7,44,51,16,5,7,0,2,2,2,ALTA: Calgary,17
1416,Julien Maze 1,L,38,24,23,47,38,0,7,2,7,9,6,ALTA: Edmonton,17
1417,Caine Wilke,L,64,15,28,43,20,-1,8,1,6,7,2,SASK: Saskatoon,17
1418,Hunter Aura,D,64,4,36,40,35,-3,8,0,4,4,2,BC: Kamloops,17
1419,Harrison Lodewyk 2,C,51,17,19,36,67,-2,7,1,2,3,6,ALTA: Red Deer,20
1420,Landon Amrhein,L,64,10,21,31,12,5,8,1,1,2,2,TX: Celina,17
1421,Brandon Gorzynski 3,C,27,13,16,29,14,9,--,--,--,--,--,AZ: Scottsdale,18
1422,Wyatt Pisarczyk,D,64,4,25,29,52,14,8,1,1,2,2,ALTA: Airdrie,18
1423,Calder Hamilton,D,53,6,22,28,22,-20,8,0,2,2,2,SASK: Saskatoon,16
1424,Keaton Jundt,L,62,12,10,22,26,-5,8,1,0,1,4,ND: West Fargo,17
1425,Axel Hurtig,D,64,6,13,19,46,21,8,1,2,3,4,Sweden: Hogas,20
1426,Blake Vanek 4,R,32,11,7,18,17,-5,8,1,0,1,0,MN: Stillwater,18
1427,Rylan Ng,R,53,8,9,17,8,-8,--,--,--,--,--,ALTA: Lethbridge,16
1428,Ty Meunier 2,L,35,6,11,17,0,-10,8,0,0,0,0,ALTA: St. Albert,17
1429,Luc Trevors,L,66,6,8,14,24,-14,8,0,2,2,2,ALTA: Langdon,19
1430,Shaun Hildebrandt,L,63,3,8,11,10,-4,8,0,0,0,2,BC: Langley,16
1431,Kaden Meyer,D,38,1,6,7,36,-13,2,0,0,0,0,BC: Delta,17
1432,Koy Funk 5,C,21,2,4,6,9,4,--,--,--,--,--,MAN: Portage la Prarie,17
1433,Hayden Schollar,C,22,2,4,6,6,-4,--,--,--,--,--,ALTA: Calgary,18
1434,Bobby Williams,D,29,0,6,6,18,-3,--,--,--,--,--,TX: Dallas,18
1435,Jakub Seidl 6,D,29,0,2,2,12,-2,8,0,0,0,2,Czech Rep.: Prostejov,17
1436,Jack Poole,R,5,1,0,1,0,1,2,0,0,0,0,BC: North Vancouver,16
1437,Kale McCann,D,3,0,1,1,0,-2,--,--,--,--,--,ALTA: Cochrane,15
1438,Ty Hynes,L,4,0,1,1,0,-2,--,--,--,--,--,ALTA: Medicine Hat,17
1439,Cohen Daoust,C,6,0,1,1,0,-6,--,--,--,--,--,ALTA: St. Albert,18
